№ транзитного документа;Дата операции;Время создания;Сегодня;Задержка;№ задания;Код КА;Наименование КА;№ паллеты;Статус паллеты;Статус в диспетчере;МП паллеты;Комментарий РАО
946902G1928;16.01.2022;16.01.2022;16.01.2022;0,00;371638876;946902;Волчица;963502;Сформированная;Отложенное;Транзит МС ТД-125;
773768N1274;16.01.2022;16.01.2022;16.01.2022;0,00;371638900;773768;Технообраз;963503;Сформированная;Отложенное;Транзит МС ТД-219;
293851G1983;16.01.2022;16.01.2022;16.01.2022;0,00;371638906;293851;Мантанани;963504;Сформированная;Отложенное;Транзит МС ТД-207;
694855G3103;16.01.2022;16.01.2022;16.01.2022;0,00;371639027;694855;Ризография;963505;Сформированная;Отложенное;Транзит МС ТД-223;
502413G3207;16.01.2022;16.01.2022;16.01.2022;0,00;371638991;502413;Лугия;963518;Сформированная;Отложенное;Транзит МС ТД-221;
502473N1634;16.01.2022;16.01.2022;16.01.2022;0,00;371639005;502473;Левкой;963519;Сформированная;Отложенное;Транзит МС ТД-230;
670884G1114/4;16.01.2022;16.01.2022;16.01.2022;0,00;371639135;670884;Перешелест;963521;Сформированная;Отложенное;Транзит МС ТД-237;
120742N1630/2;16.01.2022;16.01.2022;16.01.2022;0,00;371639141;120742;Мопс;963522;Сформированная;Отложенное;Транзит МС ТД-239;
503916N1245;16.01.2022;16.01.2022;16.01.2022;0,00;371639072;503916;Спартакиада;963506;Сформированная;Отложенное;Транзит МС ТД-243;
778109G3176/4;16.01.2022;16.01.2022;16.01.2022;0,00;371639176;778109;Албани;963524;Сформированная;Отложенное;Транзит МС ТД-241;
770131G5470/3;16.01.2022;16.01.2022;16.01.2022;0,00;371639344;770131;Бакс;963528;Сформированная;Отложенное;Транзит МС ТД-14;
771780GR3460/3;16.01.2022;16.01.2022;16.01.2022;0,00;371639407;771780;Малабо;963531;Сформированная;Отложенное;Транзит МС ТД-40;
770131GR5470/6;16.01.2022;16.01.2022;16.01.2022;0,00;371639573;770131;Бакс;963543;Сформированная;Отложенное;Транзит МС ТД-28;
508760G3955/4;16.01.2022;16.01.2022;16.01.2022;0,00;371639602;508760;Личный;963545;Сформированная;Отложенное;Транзит МС ТД-20;
503092G3001/7;16.01.2022;16.01.2022;16.01.2022;0,00;371639734;503092;Пейнтхорс;963549;Сформированная;Отложенное;Транзит МС ТД-18;
508820NR1288;16.01.2022;16.01.2022;16.01.2022;0,00;371642896;508820;Диоклес;963722;Сформированная;Отложенное;Транзит МС ТД-297;
936918G2478/2;16.01.2022;16.01.2022;16.01.2022;0,00;371649575;936918;Лунь;963851;Сформированная;Отложенное;Транзит МС ТД-58;
931784G1086/1;16.01.2022;16.01.2022;16.01.2022;0,00;371649787;931784;Хлебопекарня;963791;Сформированная;Отложенное;Транзит МС ТД-88;
997701C07569/1;16.01.2022;16.01.2022;16.01.2022;0,00;371649837;997701;Солнечногорск 1 Красная;963922;Сформированная;Отложенное;Транзит МС ТД-120;
945056N1782/2;16.01.2022;16.01.2022;16.01.2022;0,00;371650794;945056;Воскресный;963878;Сформированная;Отложенное;Транзит МС ТД-218;
601773A1439/5;16.01.2022;16.01.2022;16.01.2022;0,00;371652720;601773;Ситниковидный;963967;Сформированная;Отложенное;Транзит МС ТД-51;
777918GRR3322;16.01.2022;16.01.2022;16.01.2022;0,00;371652926;777918;Салли;963985;Сформированная;Отложенное;Транзит МС ТД-55;
694868G3249/3;16.01.2022;16.01.2022;16.01.2022;0,00;371653693;694868;Дикили;964016;Сформированная;Отложенное;Транзит МС ТД-628;
683069G1583/3;16.01.2022;16.01.2022;16.01.2022;0,00;371657322;683069;Океанолог;964207;Сформированная;Отложенное;Транзит МС ТД-41;
358052G1872;16.01.2022;16.01.2022;16.01.2022;0,00;371657228;358052;Карванна;964104;Сформированная;Отложенное;Транзит МС ТД-45;
;;;;;;;;;;;Транзит;ТТ без опознавательных знаков
;;;;;;;;;;;Транзит;ТТ без опознавательных знаков
;;;;;;;;;;;Транзит;ТТ без опознавательных знаков
;;;;;;;;;;;Транзит;ТТ без опознавательных знаков
;;;;;;;;;;;Транзит;ТТ без опознавательных знаков
;;;;;;;;;;;Транзит;ТТ без опознавательных знаков
;;;;;;;;;;;Транзит;ТТ без опознавательных знаков
;;;;;;;;;;;Транзит;ТТ без опознавательных знаков
